Location,Selector,Degree,Male Population,Female Population,Median Age (Male),Median Age (Female),Total Population,Population Density,Zoom Level,Top Left Degree,Bottom Right Degree,id
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1818),39.950 21.276 Degrees,36,26,26,19,62,Population Density: 96.90/sq km,6,39.947 21.279 Degrees,39.953 21.272 Degrees,1818
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1819),39.928 21.242 Degrees,57,29,32,15,86,Population Density: 134.40/sq km,6,39.925 21.245 Degrees,39.932 21.239 Degrees,1819
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1820),39.957 21.276 Degrees,641,77,33,24,718,"Population Density: 1,121.90/sq km",6,39.954 21.279 Degrees,39.961 21.272 Degrees,1820
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1821),39.993 21.249 Degrees,18,17,30,29,35,Population Density: 54.70/sq km,6,39.990 21.252 Degrees,39.996 21.245 Degrees,1821
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1822),39.972 21.269 Degrees,292,203,29,22,495,Population Density: 773.40/sq km,6,39.968 21.272 Degrees,39.975 21.266 Degrees,1822
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1823),39.957 21.269 Degrees,52,39,28,17,91,Population Density: 142.20/sq km,6,39.954 21.272 Degrees,39.961 21.266 Degrees,1823
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1824),39.950 21.242 Degrees,27,31,29,24,58,Population Density: 90.60/sq km,6,39.947 21.245 Degrees,39.953 21.239 Degrees,1824
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1825),39.936 21.229 Degrees,60,32,34,26,92,Population Density: 143.80/sq km,6,39.932 21.232 Degrees,39.939 21.226 Degrees,1825
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1826),39.936 21.236 Degrees,67,50,31,21,117,Population Density: 182.80/sq km,6,39.932 21.239 Degrees,39.939 21.232 Degrees,1826
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1827),39.972 21.276 Degrees,130,65,30,25,195,Population Density: 304.70/sq km,6,39.968 21.279 Degrees,39.975 21.272 Degrees,1827
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1828),39.936 21.256 Degrees,245,157,25,24,402,Population Density: 628.10/sq km,6,39.932 21.259 Degrees,39.939 21.253 Degrees,1828
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1829),40.000 21.256 Degrees,45,39,17,28,84,Population Density: 131.30/sq km,6,39.997 21.259 Degrees,40.004 21.253 Degrees,1829
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1830),40.079 21.282 Degrees,33,23,28,23,56,Population Density: 87.50/sq km,6,40.076 21.285 Degrees,40.083 21.279 Degrees,1830
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1831),39.964 21.276 Degrees,104,72,28,22,176,Population Density: 275.00/sq km,6,39.961 21.279 Degrees,39.968 21.272 Degrees,1831
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1832),39.928 21.229 Degrees,61,38,30,20,99,Population Density: 154.70/sq km,6,39.925 21.232 Degrees,39.932 21.226 Degrees,1832
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1833),39.936 21.269 Degrees,140,78,31,20,218,Population Density: 340.60/sq km,6,39.932 21.272 Degrees,39.939 21.266 Degrees,1833
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1834),39.964 21.209 Degrees,36,41,24,22,77,Population Density: 120.30/sq km,6,39.961 21.212 Degrees,39.968 21.205 Degrees,1834
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1835),39.964 21.262 Degrees,45,50,29,24,95,Population Density: 148.40/sq km,6,39.961 21.266 Degrees,39.968 21.259 Degrees,1835
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1836),39.964 21.215 Degrees,109,75,26,23,184,Population Density: 287.50/sq km,6,39.961 21.219 Degrees,39.968 21.212 Degrees,1836
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1837),39.928 21.256 Degrees,23,16,28,28,39,Population Density: 60.90/sq km,6,39.925 21.259 Degrees,39.932 21.253 Degrees,1837
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1838),39.943 21.262 Degrees,145,125,27,22,270,Population Density: 421.90/sq km,6,39.939 21.266 Degrees,39.947 21.259 Degrees,1838
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1839),40.086 21.276 Degrees,29,18,29,40,47,Population Density: 73.40/sq km,6,40.083 21.279 Degrees,40.090 21.272 Degrees,1839
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1840),40.209 21.282 Degrees,Protected,Protected,Protected,Protected,39,Population Density: 60.90/sq km,6,40.205 21.285 Degrees,40.212 21.279 Degrees,1840
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1841),40.367 21.242 Degrees,1047,1015,27,28,"2,062","Population Density: 3,221.90/sq km",6,40.363 21.245 Degrees,40.370 21.239 Degrees,1841
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1842),40.374 21.229 Degrees,1047,1015,27,28,"2,062","Population Density: 3,221.90/sq km",6,40.371 21.232 Degrees,40.377 21.226 Degrees,1842
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1843),40.367 21.276 Degrees,15,20,26,36,35,Population Density: 54.70/sq km,6,40.363 21.279 Degrees,40.370 21.272 Degrees,1843
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1844),40.367 21.256 Degrees,84,77,26,26,161,Population Density: 251.60/sq km,6,40.363 21.259 Degrees,40.370 21.253 Degrees,1844
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1845),40.374 21.215 Degrees,84,77,26,26,161,Population Density: 251.60/sq km,6,40.371 21.219 Degrees,40.377 21.212 Degrees,1845
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1846),40.360 21.229 Degrees,879,785,27,24,"1,664","Population Density: 2,600.00/sq km",6,40.356 21.232 Degrees,40.363 21.226 Degrees,1846
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1847),40.360 21.215 Degrees,208,218,23,24,426,Population Density: 665.60/sq km,6,40.356 21.219 Degrees,40.363 21.212 Degrees,1847
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1848),40.338 21.236 Degrees,61,37,30,25,98,Population Density: 153.10/sq km,6,40.335 21.239 Degrees,40.341 21.232 Degrees,1848
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1849),40.360 21.256 Degrees,27,34,20,20,61,Population Density: 95.30/sq km,6,40.356 21.259 Degrees,40.363 21.253 Degrees,1849
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1850),40.352 21.249 Degrees,67,67,24,28,134,Population Density: 209.40/sq km,6,40.349 21.252 Degrees,40.356 21.245 Degrees,1850
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1851),40.324 21.256 Degrees,24,24,24,16,48,Population Density: 75.00/sq km,6,40.320 21.259 Degrees,40.327 21.253 Degrees,1851
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1852),40.324 21.209 Degrees,32,32,34,30,64,Population Density: 100.00/sq km,6,40.320 21.212 Degrees,40.327 21.205 Degrees,1852
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1853),40.360 21.242 Degrees,562,548,23,24,"1,110","Population Density: 1,734.40/sq km",6,40.356 21.245 Degrees,40.363 21.239 Degrees,1853
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1854),40.295 21.209 Degrees,29,28,25,26,57,Population Density: 89.10/sq km,6,40.292 21.212 Degrees,40.299 21.205 Degrees,1854
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1855),40.309 21.215 Degrees,24,34,24,22,58,Population Density: 90.60/sq km,6,40.306 21.219 Degrees,40.313 21.212 Degrees,1855
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1856),40.374 21.222 Degrees,24,34,24,22,58,Population Density: 90.60/sq km,6,40.371 21.225 Degrees,40.377 21.219 Degrees,1856
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1857),40.367 21.222 Degrees,1893,1802,25,23,"3,695","Population Density: 5,773.40/sq km",6,40.363 21.225 Degrees,40.370 21.219 Degrees,1857
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1858),40.338 21.222 Degrees,57,44,22,22,101,Population Density: 157.80/sq km,6,40.335 21.225 Degrees,40.341 21.219 Degrees,1858
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1859),40.352 21.236 Degrees,37,32,27,28,69,Population Density: 107.80/sq km,6,40.349 21.239 Degrees,40.356 21.232 Degrees,1859
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1860),40.331 21.262 Degrees,29,24,26,30,53,Population Density: 82.80/sq km,6,40.327 21.266 Degrees,40.334 21.259 Degrees,1860
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1861),40.374 21.209 Degrees,29,24,26,30,53,Population Density: 82.80/sq km,6,40.371 21.212 Degrees,40.377 21.205 Degrees,1861
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1862),40.367 21.229 Degrees,912,813,24,26,"1,725","Population Density: 2,695.30/sq km",6,40.363 21.232 Degrees,40.370 21.226 Degrees,1862
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1863),40.324 21.269 Degrees,92,74,22,31,166,Population Density: 259.40/sq km,6,40.320 21.272 Degrees,40.327 21.266 Degrees,1863
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1864),40.374 21.236 Degrees,92,74,22,31,166,Population Density: 259.40/sq km,6,40.371 21.239 Degrees,40.377 21.232 Degrees,1864
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1865),40.352 21.209 Degrees,205,222,25,23,427,Population Density: 667.20/sq km,6,40.349 21.212 Degrees,40.356 21.205 Degrees,1865
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1866),40.367 21.249 Degrees,182,168,28,22,350,Population Density: 546.90/sq km,6,40.363 21.252 Degrees,40.370 21.245 Degrees,1866
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1867),40.295 21.269 Degrees,42,24,29,33,66,Population Density: 103.10/sq km,6,40.292 21.272 Degrees,40.299 21.266 Degrees,1867
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1868),40.367 21.236 Degrees,1192,1227,26,23,"2,419","Population Density: 3,779.70/sq km",6,40.363 21.239 Degrees,40.370 21.232 Degrees,1868
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1869),40.360 21.262 Degrees,Protected,Protected,Protected,Protected,36,Population Density: 56.30/sq km,6,40.356 21.266 Degrees,40.363 21.259 Degrees,1869
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1870),40.288 21.209 Degrees,40,44,28,34,84,Population Density: 131.30/sq km,6,40.284 21.212 Degrees,40.291 21.205 Degrees,1870
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1871),40.338 21.262 Degrees,17,19,18,27,36,Population Density: 56.30/sq km,6,40.335 21.266 Degrees,40.341 21.259 Degrees,1871
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1872),40.367 21.282 Degrees,63,48,26,26,111,Population Density: 173.40/sq km,6,40.363 21.285 Degrees,40.370 21.279 Degrees,1872
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1873),40.360 21.222 Degrees,754,708,24,24,"1,462","Population Density: 2,284.40/sq km",6,40.356 21.225 Degrees,40.363 21.219 Degrees,1873
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1874),40.345 21.236 Degrees,58,62,28,16,120,Population Density: 187.50/sq km,6,40.342 21.239 Degrees,40.349 21.232 Degrees,1874
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1875),40.367 21.215 Degrees,804,752,22,24,"1,556","Population Density: 2,431.30/sq km",6,40.363 21.219 Degrees,40.370 21.212 Degrees,1875
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1876),40.360 21.282 Degrees,40,46,17,26,86,Population Density: 134.40/sq km,6,40.356 21.285 Degrees,40.363 21.279 Degrees,1876
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1877),40.345 21.222 Degrees,47,43,26,28,90,Population Density: 140.60/sq km,6,40.342 21.225 Degrees,40.349 21.219 Degrees,1877
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1878),40.374 21.256 Degrees,47,43,26,28,90,Population Density: 140.60/sq km,6,40.371 21.259 Degrees,40.377 21.253 Degrees,1878
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1879),40.374 21.249 Degrees,47,43,26,28,90,Population Density: 140.60/sq km,6,40.371 21.252 Degrees,40.377 21.245 Degrees,1879
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1880),40.360 21.209 Degrees,206,184,27,26,390,Population Density: 609.40/sq km,6,40.356 21.212 Degrees,40.363 21.205 Degrees,1880
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1881),40.367 21.209 Degrees,388,352,26,25,740,"Population Density: 1,156.30/sq km",6,40.363 21.212 Degrees,40.370 21.205 Degrees,1881
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1882),40.324 21.249 Degrees,Protected,Protected,Protected,Protected,33,Population Density: 51.60/sq km,6,40.320 21.252 Degrees,40.327 21.245 Degrees,1882
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1883),40.374 21.282 Degrees,Protected,Protected,Protected,Protected,33,Population Density: 51.60/sq km,6,40.371 21.285 Degrees,40.377 21.279 Degrees,1883
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1884),40.374 21.242 Degrees,Protected,Protected,Protected,Protected,33,Population Density: 51.60/sq km,6,40.371 21.245 Degrees,40.377 21.239 Degrees,1884
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1885),40.374 21.276 Degrees,Protected,Protected,Protected,Protected,33,Population Density: 51.60/sq km,6,40.371 21.279 Degrees,40.377 21.272 Degrees,1885
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1886),40.324 21.262 Degrees,90,86,26,20,176,Population Density: 275.00/sq km,6,40.320 21.266 Degrees,40.327 21.259 Degrees,1886
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1887),40.360 21.236 Degrees,342,370,25,27,712,"Population Density: 1,112.50/sq km",6,40.356 21.239 Degrees,40.363 21.232 Degrees,1887
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1888),40.338 21.215 Degrees,48,34,17,26,82,Population Density: 128.10/sq km,6,40.335 21.219 Degrees,40.341 21.212 Degrees,1888
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1889),40.374 21.269 Degrees,48,34,17,26,82,Population Density: 128.10/sq km,6,40.371 21.272 Degrees,40.377 21.266 Degrees,1889
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1890),40.338 21.249 Degrees,43,33,25,14,76,Population Density: 118.80/sq km,6,40.335 21.252 Degrees,40.341 21.245 Degrees,1890
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1891),40.331 21.256 Degrees,117,118,27,22,235,Population Density: 367.20/sq km,6,40.327 21.259 Degrees,40.334 21.253 Degrees,1891
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1892),40.309 21.262 Degrees,Protected,Protected,Protected,Protected,37,Population Density: 57.80/sq km,6,40.306 21.266 Degrees,40.313 21.259 Degrees,1892
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(1),39.549 21.455 Degrees,153,127,N/A,N/A,280,"Population Density: 1,750.00/sq km",7,39.548 21.456 Degrees,39.551 21.453 Degrees,1
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(2),39.549 21.458 Degrees,105,69,N/A,N/A,174,"Population Density: 1,087.50/sq km",7,39.548 21.460 Degrees,39.551 21.456 Degrees,2
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(3),39.549 21.461 Degrees,24,24,N/A,N/A,48,Population Density: 300.00/sq km,7,39.548 21.463 Degrees,39.551 21.460 Degrees,3
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(4),39.560 21.461 Degrees,65,71,N/A,N/A,136,Population Density: 850.00/sq km,7,39.558 21.463 Degrees,39.562 21.460 Degrees,4
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(5),39.557 21.458 Degrees,159,118,N/A,N/A,277,"Population Density: 1,731.30/sq km",7,39.555 21.460 Degrees,39.558 21.456 Degrees,5
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(6),39.621 21.518 Degrees,78,75,N/A,N/A,153,Population Density: 956.30/sq km,7,39.620 21.520 Degrees,39.623 21.517 Degrees,6
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(7),39.582 21.492 Degrees,54,46,N/A,N/A,100,Population Density: 625.00/sq km,7,39.580 21.493 Degrees,39.584 21.490 Degrees,7
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(8),39.611 21.511 Degrees,50,56,N/A,N/A,106,Population Density: 662.50/sq km,7,39.609 21.513 Degrees,39.612 21.510 Degrees,8
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(9),39.618 21.511 Degrees,71,60,N/A,N/A,131,Population Density: 818.80/sq km,7,39.616 21.513 Degrees,39.620 21.510 Degrees,9
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(10),39.618 21.492 Degrees,53,48,N/A,N/A,101,Population Density: 631.30/sq km,7,39.616 21.493 Degrees,39.620 21.490 Degrees,10
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(11),39.553 21.468 Degrees,50,47,N/A,N/A,97,Population Density: 606.30/sq km,7,39.551 21.470 Degrees,39.555 21.466 Degrees,11
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(12),39.636 21.522 Degrees,66,76,N/A,N/A,142,Population Density: 887.50/sq km,7,39.634 21.523 Degrees,39.637 21.520 Degrees,12
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(13),39.592 21.488 Degrees,169,117,N/A,N/A,286,"Population Density: 1,787.50/sq km",7,39.591 21.490 Degrees,39.594 21.486 Degrees,13
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(14),39.603 21.505 Degrees,56,41,N/A,N/A,97,Population Density: 606.30/sq km,7,39.602 21.506 Degrees,39.605 21.503 Degrees,14
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(15),39.632 21.508 Degrees,252,219,N/A,N/A,471,"Population Density: 2,943.80/sq km",7,39.630 21.510 Degrees,39.634 21.506 Degrees,15
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(16),39.621 21.535 Degrees,17,25,N/A,N/A,42,Population Density: 262.50/sq km,7,39.620 21.537 Degrees,39.623 21.533 Degrees,16
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(17),39.585 21.488 Degrees,42,41,N/A,N/A,83,Population Density: 518.80/sq km,7,39.584 21.490 Degrees,39.587 21.486 Degrees,17
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(18),39.614 21.515 Degrees,138,148,N/A,N/A,286,"Population Density: 1,787.50/sq km",7,39.612 21.516 Degrees,39.616 21.513 Degrees,18
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(19),39.596 21.492 Degrees,87,87,N/A,N/A,174,"Population Density: 1,087.50/sq km",7,39.594 21.493 Degrees,39.598 21.490 Degrees,19
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(20),39.567 21.465 Degrees,69,41,N/A,N/A,110,Population Density: 687.50/sq km,7,39.566 21.466 Degrees,39.569 21.463 Degrees,20
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(21),39.557 21.455 Degrees,257,156,N/A,N/A,413,"Population Density: 2,581.30/sq km",7,39.555 21.456 Degrees,39.558 21.453 Degrees,21
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(22),39.632 21.522 Degrees,141,148,N/A,N/A,289,"Population Density: 1,806.30/sq km",7,39.630 21.523 Degrees,39.634 21.520 Degrees,22
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(23),39.621 21.511 Degrees,57,55,N/A,N/A,112,Population Density: 700.00/sq km,7,39.620 21.513 Degrees,39.623 21.510 Degrees,23
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(24),39.553 21.458 Degrees,160,153,N/A,N/A,313,"Population Density: 1,956.30/sq km",7,39.551 21.460 Degrees,39.555 21.456 Degrees,24
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(25),39.553 21.455 Degrees,327,307,N/A,N/A,634,"Population Density: 3,962.50/sq km",7,39.551 21.456 Degrees,39.555 21.453 Degrees,25
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(26),39.618 21.515 Degrees,103,90,N/A,N/A,193,"Population Density: 1,206.30/sq km",7,39.616 21.516 Degrees,39.620 21.513 Degrees,26
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(27),39.632 21.511 Degrees,74,71,N/A,N/A,145,Population Density: 906.30/sq km,7,39.630 21.513 Degrees,39.634 21.510 Degrees,27
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(28),39.592 21.492 Degrees,120,111,N/A,N/A,231,"Population Density: 1,443.80/sq km",7,39.591 21.493 Degrees,39.594 21.490 Degrees,28
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(29),39.582 21.481 Degrees,57,56,N/A,N/A,113,Population Density: 706.30/sq km,7,39.580 21.483 Degrees,39.584 21.480 Degrees,29
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(30),39.600 21.508 Degrees,73,55,N/A,N/A,128,Population Density: 800.00/sq km,7,39.598 21.510 Degrees,39.602 21.506 Degrees,30
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(31),39.557 21.461 Degrees,183,163,N/A,N/A,346,"Population Density: 2,162.50/sq km",7,39.555 21.463 Degrees,39.558 21.460 Degrees,31
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(32),39.557 21.465 Degrees,64,64,N/A,N/A,128,Population Density: 800.00/sq km,7,39.555 21.466 Degrees,39.558 21.463 Degrees,32
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(33),39.614 21.492 Degrees,63,52,N/A,N/A,115,Population Density: 718.80/sq km,7,39.612 21.493 Degrees,39.616 21.490 Degrees,33
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(34),39.614 21.511 Degrees,299,296,N/A,N/A,595,"Population Density: 3,718.80/sq km",7,39.612 21.513 Degrees,39.616 21.510 Degrees,34
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(35),39.621 21.515 Degrees,71,63,N/A,N/A,134,Population Density: 837.50/sq km,7,39.620 21.516 Degrees,39.623 21.513 Degrees,35
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(36),39.564 21.468 Degrees,79,93,N/A,N/A,172,"Population Density: 1,075.00/sq km",7,39.562 21.470 Degrees,39.566 21.466 Degrees,36
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(37),39.585 21.492 Degrees,26,22,N/A,N/A,48,Population Density: 300.00/sq km,7,39.584 21.493 Degrees,39.587 21.490 Degrees,37
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(38),39.625 21.535 Degrees,60,72,N/A,N/A,132,Population Density: 825.00/sq km,7,39.623 21.537 Degrees,39.627 21.533 Degrees,38
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(39),39.614 21.532 Degrees,22,32,N/A,N/A,54,Population Density: 337.50/sq km,7,39.612 21.533 Degrees,39.616 21.530 Degrees,39
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(40),39.575 21.471 Degrees,76,65,N/A,N/A,141,Population Density: 881.30/sq km,7,39.573 21.473 Degrees,39.577 21.470 Degrees,40
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(41),39.560 21.465 Degrees,57,49,N/A,N/A,106,Population Density: 662.50/sq km,7,39.558 21.466 Degrees,39.562 21.463 Degrees,41
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(42),39.614 21.488 Degrees,33,39,N/A,N/A,72,Population Density: 450.00/sq km,7,39.612 21.490 Degrees,39.616 21.486 Degrees,42
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(43),39.618 21.488 Degrees,41,42,N/A,N/A,83,Population Density: 518.80/sq km,7,39.616 21.490 Degrees,39.620 21.486 Degrees,43
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(44),39.596 21.488 Degrees,83,74,N/A,N/A,157,Population Density: 981.30/sq km,7,39.594 21.490 Degrees,39.598 21.486 Degrees,44
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(45),39.582 21.488 Degrees,20,25,N/A,N/A,45,Population Density: 281.30/sq km,7,39.580 21.490 Degrees,39.584 21.486 Degrees,45
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(46),39.553 21.461 Degrees,213,179,N/A,N/A,392,"Population Density: 2,450.00/sq km",7,39.551 21.463 Degrees,39.555 21.460 Degrees,46
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(47),39.618 21.535 Degrees,35,26,N/A,N/A,61,Population Density: 381.30/sq km,7,39.616 21.537 Degrees,39.620 21.533 Degrees,47
Makkah,#results_grid_pop_v14_5262_layer > g:nth-child(1) > path:nth-child(48),39.639 21.508 Degrees,39,27,N/A,N/A,66,Population Density: 412.50/sq km,7,39.637 21.510 Degrees,39.641 21.506 Degrees,48
