Location,Selector,Degree,Household Average Size,Household Median Size,Zoom Level,Top Left Degree,Bottom Right Degree,id
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(460),39.131 21.624 Degrees,3.8,3,6,39.127 21.627 Degrees,39.134 21.620 Degrees,460
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(461),39.145 21.624 Degrees,3.5,3,6,39.142 21.627 Degrees,39.149 21.620 Degrees,461
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(462),39.145 21.644 Degrees,3.9,4,6,39.142 21.647 Degrees,39.149 21.640 Degrees,462
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(463),39.188 21.757 Degrees,3.9,3,6,39.185 21.760 Degrees,39.192 21.754 Degrees,463
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(464),39.066 21.764 Degrees,4.4,4,6,39.063 21.767 Degrees,39.070 21.760 Degrees,464
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(465),39.196 21.724 Degrees,3.5,2,6,39.192 21.727 Degrees,39.199 21.720 Degrees,465
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(466),39.152 21.630 Degrees,3.2,2,6,39.149 21.633 Degrees,39.156 21.627 Degrees,466
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(467),39.109 21.737 Degrees,4.3,2,6,39.106 21.740 Degrees,39.113 21.734 Degrees,467
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(468),39.174 21.624 Degrees,3.3,3,6,39.171 21.627 Degrees,39.178 21.620 Degrees,468
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(469),39.066 21.737 Degrees,3.7,2,6,39.064 21.740 Degrees,39.070 21.734 Degrees,469
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(470),39.109 21.751 Degrees,4.4,4,6,39.106 21.754 Degrees,39.113 21.747 Degrees,470
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(471),39.160 21.770 Degrees,3.8,3,6,39.156 21.773 Degrees,39.163 21.767 Degrees,471
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(472),39.102 21.704 Degrees,3.2,2,6,39.099 21.707 Degrees,39.106 21.700 Degrees,472
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(473),39.088 21.711 Degrees,4.0,3,6,39.084 21.714 Degrees,39.092 21.708 Degrees,473
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(474),39.109 21.744 Degrees,3.6,2,6,39.106 21.747 Degrees,39.113 21.740 Degrees,474
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(475),39.088 21.751 Degrees,3.4,3,6,39.084 21.754 Degrees,39.092 21.747 Degrees,475
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(476),39.073 21.751 Degrees,4.0,3,6,39.070 21.754 Degrees,39.077 21.747 Degrees,476
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(477),39.104 21.630 Degrees,3.1,1,6,39.102 21.633 Degrees,39.106 21.627 Degrees,477
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(478),39.138 21.757 Degrees,3.6,3,6,39.134 21.760 Degrees,39.142 21.754 Degrees,478
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(479),39.138 21.650 Degrees,3.8,3,6,39.134 21.654 Degrees,39.142 21.647 Degrees,479
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(480),39.117 21.710 Degrees,3.2,3,6,39.113 21.714 Degrees,39.120 21.707 Degrees,480
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(481),39.188 21.617 Degrees,3.4,3,6,39.185 21.620 Degrees,39.192 21.614 Degrees,481
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(482),39.131 21.737 Degrees,3.7,3,6,39.127 21.740 Degrees,39.134 21.734 Degrees,482
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(483),39.109 21.617 Degrees,2.9,2,6,39.106 21.620 Degrees,39.113 21.614 Degrees,483
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(484),39.188 21.630 Degrees,3.0,2,6,39.185 21.633 Degrees,39.192 21.627 Degrees,484
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(485),39.124 21.617 Degrees,3.1,2,6,39.120 21.620 Degrees,39.127 21.614 Degrees,485
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(486),39.109 21.670 Degrees,4.2,4,6,39.106 21.673 Degrees,39.113 21.667 Degrees,486
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(487),39.095 21.717 Degrees,4.1,3,6,39.092 21.720 Degrees,39.099 21.714 Degrees,487
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(488),39.109 21.663 Degrees,4.0,3,6,39.106 21.667 Degrees,39.113 21.660 Degrees,488
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(489),39.131 21.764 Degrees,4.5,3,6,39.127 21.767 Degrees,39.134 21.760 Degrees,489
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(490),39.188 21.764 Degrees,4.0,4,6,39.185 21.767 Degrees,39.192 21.760 Degrees,490
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(491),39.124 21.644 Degrees,2.3,2,6,39.120 21.647 Degrees,39.127 21.640 Degrees,491
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(492),39.102 21.724 Degrees,3.8,3,6,39.099 21.727 Degrees,39.106 21.721 Degrees,492
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(493),39.131 21.663 Degrees,3.7,3,6,39.127 21.667 Degrees,39.134 21.660 Degrees,493
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(494),39.196 21.690 Degrees,4.2,4,6,39.192 21.693 Degrees,39.199 21.687 Degrees,494
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(495),39.081 21.770 Degrees,3.6,3,6,39.077 21.773 Degrees,39.084 21.767 Degrees,495
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(496),39.117 21.677 Degrees,4.6,4,6,39.113 21.680 Degrees,39.120 21.673 Degrees,496
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(497),39.145 21.757 Degrees,4.3,4,6,39.142 21.760 Degrees,39.149 21.754 Degrees,497
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(498),39.081 21.751 Degrees,3.9,4,6,39.077 21.754 Degrees,39.084 21.747 Degrees,498
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(499),39.124 21.677 Degrees,4.2,3,6,39.120 21.680 Degrees,39.127 21.673 Degrees,499
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(500),39.109 21.704 Degrees,4.5,4,6,39.106 21.707 Degrees,39.113 21.700 Degrees,500
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(501),39.188 21.751 Degrees,3.5,3,6,39.185 21.754 Degrees,39.192 21.747 Degrees,501
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(502),39.088 21.744 Degrees,3.1,2,6,39.084 21.747 Degrees,39.092 21.740 Degrees,502
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(503),39.138 21.644 Degrees,3.6,3,6,39.134 21.647 Degrees,39.142 21.640 Degrees,503
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(504),39.181 21.624 Degrees,3.0,2,6,39.178 21.627 Degrees,39.185 21.620 Degrees,504
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(505),39.124 21.657 Degrees,3.9,3,6,39.120 21.660 Degrees,39.127 21.654 Degrees,505
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(506),39.145 21.637 Degrees,4.0,4,6,39.142 21.640 Degrees,39.149 21.634 Degrees,506
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(507),39.102 21.730 Degrees,3.0,3,6,39.099 21.734 Degrees,39.106 21.727 Degrees,507
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(508),39.102 21.757 Degrees,4.4,3,6,39.099 21.760 Degrees,39.106 21.754 Degrees,508
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(509),39.174 21.617 Degrees,3.0,2,6,39.171 21.620 Degrees,39.178 21.614 Degrees,509
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(510),39.138 21.630 Degrees,4.0,4,6,39.134 21.633 Degrees,39.142 21.627 Degrees,510
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(511),39.131 21.757 Degrees,4.1,4,6,39.127 21.760 Degrees,39.134 21.754 Degrees,511
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(512),39.103 21.650 Degrees,5.4,3,6,39.099 21.654 Degrees,39.106 21.647 Degrees,512
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(513),39.089 21.697 Degrees,2.1,1,6,39.087 21.700 Degrees,39.092 21.693 Degrees,513
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(514),39.073 21.730 Degrees,3.2,2,6,39.070 21.734 Degrees,39.077 21.727 Degrees,514
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(515),39.174 21.770 Degrees,5.0,5,6,39.171 21.773 Degrees,39.178 21.767 Degrees,515
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(516),39.102 21.663 Degrees,3.7,3,6,39.099 21.667 Degrees,39.106 21.660 Degrees,516
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(517),39.109 21.684 Degrees,3.6,3,6,39.106 21.687 Degrees,39.113 21.680 Degrees,517
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(518),39.138 21.637 Degrees,4.1,4,6,39.134 21.640 Degrees,39.142 21.634 Degrees,518
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(519),39.059 21.751 Degrees,2.3,2,6,39.056 21.754 Degrees,39.063 21.747 Degrees,519
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(520),39.117 21.663 Degrees,4.1,4,6,39.113 21.667 Degrees,39.120 21.660 Degrees,520
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(521),39.131 21.637 Degrees,3.5,2,6,39.127 21.640 Degrees,39.134 21.634 Degrees,521
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(522),39.124 21.670 Degrees,3.9,3,6,39.120 21.673 Degrees,39.127 21.667 Degrees,522
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(523),39.088 21.770 Degrees,3.5,2,6,39.084 21.773 Degrees,39.092 21.767 Degrees,523
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(524),39.124 21.684 Degrees,3.8,3,6,39.120 21.687 Degrees,39.127 21.680 Degrees,524
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(525),39.196 21.764 Degrees,4.0,4,6,39.192 21.767 Degrees,39.199 21.760 Degrees,525
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(526),39.109 21.730 Degrees,3.6,3,6,39.106 21.734 Degrees,39.112 21.727 Degrees,526
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(527),39.138 21.744 Degrees,3.6,3,6,39.134 21.747 Degrees,39.142 21.740 Degrees,527
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(528),39.131 21.770 Degrees,3.3,3,6,39.127 21.773 Degrees,39.134 21.767 Degrees,528
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(529),39.124 21.764 Degrees,4.0,4,6,39.120 21.767 Degrees,39.127 21.760 Degrees,529
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(530),39.117 21.690 Degrees,4.2,4,6,39.113 21.693 Degrees,39.120 21.687 Degrees,530
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(531),39.131 21.724 Degrees,4.1,4,6,39.127 21.727 Degrees,39.134 21.720 Degrees,531
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(532),39.095 21.764 Degrees,3.8,4,6,39.092 21.767 Degrees,39.099 21.760 Degrees,532
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(533),39.117 21.751 Degrees,3.8,3,6,39.113 21.754 Degrees,39.120 21.747 Degrees,533
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(534),39.066 21.770 Degrees,3.8,4,6,39.063 21.773 Degrees,39.070 21.767 Degrees,534
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(535),39.117 21.684 Degrees,3.9,3,6,39.113 21.687 Degrees,39.120 21.680 Degrees,535
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(536),39.117 21.617 Degrees,3.4,2,6,39.113 21.620 Degrees,39.120 21.614 Degrees,536
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(537),39.066 21.757 Degrees,4.0,4,6,39.063 21.760 Degrees,39.070 21.754 Degrees,537
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(538),39.109 21.690 Degrees,3.8,3,6,39.106 21.693 Degrees,39.113 21.687 Degrees,538
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(539),39.145 21.630 Degrees,3.7,3,6,39.142 21.633 Degrees,39.149 21.627 Degrees,539
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(540),39.088 21.764 Degrees,3.1,2,6,39.084 21.767 Degrees,39.092 21.760 Degrees,540
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(541),39.095 21.690 Degrees,1.9,1,6,39.092 21.693 Degrees,39.099 21.687 Degrees,541
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(542),39.124 21.630 Degrees,3.5,2,6,39.120 21.633 Degrees,39.127 21.627 Degrees,542
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(543),39.117 21.770 Degrees,3.6,3,6,39.113 21.773 Degrees,39.120 21.767 Degrees,543
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(544),39.196 21.770 Degrees,3.8,3,6,39.192 21.773 Degrees,39.199 21.767 Degrees,544
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(545),39.095 21.751 Degrees,3.5,2,6,39.092 21.754 Degrees,39.099 21.747 Degrees,545
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(546),39.066 21.744 Degrees,2.4,1,6,39.063 21.747 Degrees,39.070 21.740 Degrees,546
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(547),39.102 21.710 Degrees,2.9,2,6,39.099 21.714 Degrees,39.106 21.707 Degrees,547
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(548),39.102 21.690 Degrees,3.9,3,6,39.099 21.693 Degrees,39.106 21.687 Degrees,548
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(549),39.160 21.630 Degrees,3.4,3,6,39.156 21.633 Degrees,39.163 21.627 Degrees,549
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(550),39.115 21.744 Degrees,3.6,3,6,39.113 21.747 Degrees,39.117 21.740 Degrees,550
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(551),39.196 21.757 Degrees,3.8,3,6,39.192 21.760 Degrees,39.199 21.754 Degrees,551
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(552),39.131 21.650 Degrees,4.4,4,6,39.127 21.654 Degrees,39.134 21.647 Degrees,552
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(553),39.095 21.757 Degrees,3.3,2,6,39.092 21.760 Degrees,39.099 21.754 Degrees,553
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(554),39.117 21.704 Degrees,4.0,3,6,39.113 21.707 Degrees,39.120 21.700 Degrees,554
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(555),39.196 21.684 Degrees,1.4,1,6,39.192 21.687 Degrees,39.199 21.680 Degrees,555
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(556),39.124 21.737 Degrees,3.8,3,6,39.120 21.740 Degrees,39.127 21.734 Degrees,556
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(557),39.196 21.730 Degrees,3.2,2,6,39.192 21.734 Degrees,39.199 21.727 Degrees,557
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(558),39.196 21.617 Degrees,3.6,3,6,39.192 21.620 Degrees,39.199 21.614 Degrees,558
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(559),39.117 21.764 Degrees,4.0,4,6,39.113 21.767 Degrees,39.120 21.760 Degrees,559
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(560),39.181 21.757 Degrees,3.4,2,6,39.178 21.760 Degrees,39.185 21.754 Degrees,560
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(561),39.104 21.637 Degrees,2.8,2,6,39.102 21.640 Degrees,39.106 21.634 Degrees,561
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(562),39.196 21.657 Degrees,2.6,1,6,39.192 21.660 Degrees,39.199 21.654 Degrees,562
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(563),39.196 21.630 Degrees,3.5,2,6,39.192 21.633 Degrees,39.199 21.627 Degrees,563
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(564),39.167 21.624 Degrees,3.2,2,6,39.163 21.627 Degrees,39.171 21.620 Degrees,564
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(565),39.052 21.764 Degrees,4.9,5,6,39.050 21.767 Degrees,39.055 21.760 Degrees,565
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(566),39.196 21.751 Degrees,3.4,2,6,39.192 21.754 Degrees,39.199 21.747 Degrees,566
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(567),39.152 21.663 Degrees,1.1,1,6,39.149 21.667 Degrees,39.156 21.660 Degrees,567
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(568),39.109 21.630 Degrees,2.6,2,6,39.106 21.633 Degrees,39.113 21.627 Degrees,568
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(569),39.081 21.757 Degrees,3.3,2,6,39.077 21.760 Degrees,39.084 21.754 Degrees,569
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(570),39.131 21.617 Degrees,3.2,2,6,39.127 21.620 Degrees,39.134 21.614 Degrees,570
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(571),39.109 21.677 Degrees,4.6,4,6,39.106 21.680 Degrees,39.113 21.673 Degrees,571
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(572),39.081 21.724 Degrees,3.9,3,6,39.077 21.727 Degrees,39.084 21.720 Degrees,572
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(573),39.124 21.663 Degrees,3.8,3,6,39.120 21.667 Degrees,39.127 21.660 Degrees,573
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(574),39.138 21.617 Degrees,3.2,2,6,39.134 21.620 Degrees,39.142 21.614 Degrees,574
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(575),39.059 21.757 Degrees,4.3,5,6,39.056 21.760 Degrees,39.063 21.754 Degrees,575
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(576),39.102 21.716 Degrees,3.3,2,6,39.099 21.718 Degrees,39.106 21.714 Degrees,576
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(577),39.109 21.710 Degrees,4.4,4,6,39.106 21.714 Degrees,39.113 21.707 Degrees,577
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(578),39.160 21.624 Degrees,3.5,3,6,39.156 21.627 Degrees,39.163 21.620 Degrees,578
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(579),39.181 21.751 Degrees,1.3,1,6,39.178 21.754 Degrees,39.185 21.747 Degrees,579
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(580),39.174 21.663 Degrees,1.2,1,6,39.171 21.667 Degrees,39.178 21.660 Degrees,580
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(581),39.145 21.770 Degrees,3.9,3,6,39.142 21.773 Degrees,39.149 21.767 Degrees,581
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(582),39.131 21.657 Degrees,4.3,4,6,39.127 21.660 Degrees,39.134 21.654 Degrees,582
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(583),39.181 21.650 Degrees,2.1,1,6,39.178 21.654 Degrees,39.185 21.647 Degrees,583
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(584),39.131 21.630 Degrees,4.0,3,6,39.127 21.633 Degrees,39.134 21.627 Degrees,584
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(585),39.188 21.637 Degrees,2.9,1,6,39.185 21.640 Degrees,39.192 21.634 Degrees,585
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(586),39.095 21.724 Degrees,3.2,2,6,39.092 21.727 Degrees,39.099 21.720 Degrees,586
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(587),39.109 21.644 Degrees,3.3,2,6,39.106 21.647 Degrees,39.113 21.640 Degrees,587
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(588),39.124 21.624 Degrees,2.9,2,6,39.120 21.627 Degrees,39.127 21.620 Degrees,588
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(589),39.103 21.644 Degrees,2.5,2,6,39.100 21.647 Degrees,39.106 21.640 Degrees,589
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(590),39.073 21.757 Degrees,3.0,2,6,39.070 21.760 Degrees,39.077 21.754 Degrees,590
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(591),39.052 21.770 Degrees,3.3,2,6,39.049 21.773 Degrees,39.055 21.767 Degrees,591
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(592),39.117 21.657 Degrees,4.4,4,6,39.113 21.660 Degrees,39.120 21.654 Degrees,592
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(593),39.174 21.630 Degrees,3.4,3,6,39.171 21.633 Degrees,39.178 21.627 Degrees,593
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(594),39.088 21.757 Degrees,3.9,3,6,39.084 21.760 Degrees,39.092 21.754 Degrees,594
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(595),39.188 21.744 Degrees,3.5,2,6,39.185 21.747 Degrees,39.192 21.740 Degrees,595
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(596),39.109 21.764 Degrees,4.0,4,6,39.106 21.767 Degrees,39.113 21.760 Degrees,596
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(597),39.145 21.744 Degrees,3.9,3,6,39.142 21.747 Degrees,39.149 21.740 Degrees,597
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(598),39.117 21.650 Degrees,4.1,3,6,39.113 21.654 Degrees,39.120 21.647 Degrees,598
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(599),39.059 21.770 Degrees,4.5,4,6,39.056 21.773 Degrees,39.063 21.767 Degrees,599
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(600),39.152 21.617 Degrees,2.7,2,6,39.149 21.620 Degrees,39.156 21.614 Degrees,600
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(601),39.167 21.630 Degrees,3.5,3,6,39.163 21.633 Degrees,39.171 21.627 Degrees,601
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(602),39.109 21.637 Degrees,3.7,4,6,39.106 21.640 Degrees,39.113 21.634 Degrees,602
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(603),39.181 21.617 Degrees,3.2,2,6,39.178 21.620 Degrees,39.185 21.614 Degrees,603
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(604),39.188 21.737 Degrees,2.7,2,6,39.185 21.740 Degrees,39.192 21.734 Degrees,604
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(605),39.181 21.770 Degrees,4.4,4,6,39.178 21.773 Degrees,39.185 21.767 Degrees,605
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(606),39.073 21.744 Degrees,2.7,2,6,39.070 21.747 Degrees,39.077 21.740 Degrees,606
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(607),39.117 21.757 Degrees,4.2,4,6,39.113 21.760 Degrees,39.120 21.754 Degrees,607
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(608),39.167 21.644 Degrees,2.1,1,6,39.163 21.647 Degrees,39.171 21.640 Degrees,608
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(609),39.124 21.730 Degrees,3.6,3,6,39.120 21.734 Degrees,39.127 21.727 Degrees,609
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(610),39.109 21.650 Degrees,3.2,2,6,39.106 21.654 Degrees,39.113 21.647 Degrees,610
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(611),39.196 21.737 Degrees,3.8,3,6,39.192 21.740 Degrees,39.199 21.734 Degrees,611
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(612),39.138 21.764 Degrees,4.3,3,6,39.134 21.767 Degrees,39.142 21.760 Degrees,612
